Tech,zone,index,x,y,gridcell,area,dist
Solar,FR,FR10,2.8,48.5,x275y4850,54.0,0.0
Solar,FR,FR10,2.8,48.8,x275y4875,111.8,0.0
Solar,FR,FR10,2.8,49.0,x275y4900,62.1,0.0
Solar,FR,FR10,3.0,48.2,x300y4825,38.2,0.0
Solar,FR,FR10,3.0,48.5,x300y4850,66.3,0.0
Solar,FR,FR10,3.0,48.8,x300y4875,60.8,0.0
Solar,FR,FR10,3.0,49.0,x300y4900,54.3,0.0
Solar,FR,FR10,3.2,48.2,x325y4825,0.0,0.0
Solar,FR,FR10,3.2,48.5,x325y4850,28.1,0.0
Solar,FR,FR10,3.2,48.8,x325y4875,29.4,0.0
Solar,FR,FR10,3.2,49.0,x325y4900,0.5,0.0
Solar,FR,FR10,3.5,48.5,x350y4850,0.0,0.0
Solar,FR,FR10,3.5,48.8,x350y4875,0.0,0.0
Solar,FR,FRB0,0.0,47.2,x0y4725,0.0,0.0
Solar,FR,FRB0,0.2,47.0,x25y4700,3.3,0.0
Solar,FR,FRB0,0.2,47.2,x25y4725,85.5,0.0
Solar,FR,FRB0,0.2,47.5,x25y4750,48.1,0.0
Solar,FR,FRB0,0.2,47.8,x25y4775,0.2,0.0
Solar,FR,FRB0,0.5,47.0,x50y4700,34.8,0.0
Solar,FR,FRB0,0.5,47.2,x50y4725,126.2,0.0
Solar,FR,FRB0,0.5,47.5,x50y4750,99.8,0.0
Solar,FR,FRB0,0.5,47.8,x50y4775,0.6,0.0
Solar,FR,FRB0,0.8,46.8,x75y4675,0.9,0.0
Solar,FR,FRB0,0.8,47.0,x75y4700,45.8,0.0
Solar,FR,FRB0,0.8,47.2,x75y4725,77.3,0.0
Solar,FR,FRB0,0.8,47.5,x75y4750,104.1,0.0
Solar,FR,FRB0,0.8,47.8,x75y4775,20.9,0.0
Solar,FR,FRB0,0.8,48.0,x75y4800,1.0,0.0
Solar,FR,FRB0,0.8,48.2,x75y4825,0.0,0.0
Solar,FR,FRB0,1.0,46.5,x100y4650,0.8,0.0
Solar,FR,FRB0,1.0,46.8,x100y4675,73.0,0.0
Solar,FR,FRB0,1.0,47.0,x100y4700,64.8,0.0
Solar,FR,FRB0,1.0,47.2,x100y4725,94.5,0.0
Solar,FR,FRB0,1.0,47.5,x100y4750,102.3,0.0
Solar,FR,FRB0,1.0,47.8,x100y4775,44.3,0.0
Solar,FR,FRB0,1.0,48.0,x100y4800,25.4,0.0
Solar,FR,FRB0,1.0,48.2,x100y4825,30.1,0.0
Solar,FR,FRB0,1.0,48.5,x100y4850,41.3,0.0
Solar,FR,FRB0,1.0,48.8,x100y4875,2.6,0.0
Solar,FR,FRB0,1.2,46.5,x125y4650,83.8,0.0
Solar,FR,FRB0,1.2,46.8,x125y4675,35.6,0.0
Solar,FR,FRB0,1.2,47.0,x125y4700,68.6,0.0
Solar,FR,FRB0,1.2,47.2,x125y4725,156.5,0.0
Solar,FR,FRB0,1.2,47.5,x125y4750,119.5,0.0
Solar,FR,FRB0,1.2,47.8,x125y4775,26.2,0.0
Solar,FR,FRB0,1.2,48.0,x125y4800,68.2,0.0
Solar,FR,FRB0,1.2,48.2,x125y4825,24.6,0.0
Solar,FR,FRB0,1.2,48.5,x125y4850,24.9,0.0
Solar,FR,FRB0,1.2,48.8,x125y4875,32.7,0.0
Solar,FR,FRB0,1.5,46.5,x150y4650,67.4,0.0
Solar,FR,FRB0,1.5,46.8,x150y4675,99.1,0.0
Solar,FR,FRB0,1.5,47.0,x150y4700,52.5,0.0
Solar,FR,FRB0,1.5,47.2,x150y4725,113.3,0.0
Solar,FR,FRB0,1.5,47.5,x150y4750,97.2,0.0
Solar,FR,FRB0,1.5,47.8,x150y4775,51.6,0.0
Solar,FR,FRB0,1.5,48.0,x150y4800,4.1,0.0
Solar,FR,FRB0,1.5,48.2,x150y4825,7.1,0.0
Solar,FR,FRB0,1.5,48.5,x150y4850,51.0,0.0
Solar,FR,FRB0,1.5,48.8,x150y4875,49.8,0.0
Solar,FR,FRB0,1.5,49.0,x150y4900,2.7,0.0
Solar,FR,FRB0,1.8,46.5,x175y4650,9.9,0.0
Solar,FR,FRB0,1.8,46.8,x175y4675,80.3,0.0
Solar,FR,FRB0,1.8,47.0,x175y4700,26.9,0.0
Solar,FR,FRB0,1.8,47.2,x175y4725,37.0,0.0
Solar,FR,FRB0,1.8,47.5,x175y4750,0.0,0.0
Solar,FR,FRB0,1.8,47.8,x175y4775,53.0,0.0
Solar,FR,FRB0,1.8,48.0,x175y4800,41.1,0.0
Solar,FR,FRB0,1.8,48.2,x175y4825,2.7,0.0
Solar,FR,FRB0,1.8,48.5,x175y4850,22.5,0.0
Solar,FR,FRB0,1.8,48.8,x175y4875,0.0,0.0
Solar,FR,FRB0,2.0,46.5,x200y4650,13.7,0.0
Solar,FR,FRB0,2.0,46.8,x200y4675,53.2,0.0
Solar,FR,FRB0,2.0,47.0,x200y4700,27.4,0.0
Solar,FR,FRB0,2.0,47.2,x200y4725,82.1,0.0
Solar,FR,FRB0,2.0,47.5,x200y4750,0.0,0.0
Solar,FR,FRB0,2.0,47.8,x200y4775,39.5,0.0
Solar,FR,FRB0,2.0,48.0,x200y4800,86.4,0.0
Solar,FR,FRB0,2.0,48.2,x200y4825,5.4,0.0
Solar,FR,FRB0,2.0,48.5,x200y4850,0.0,0.0
Solar,FR,FRB0,2.2,46.5,x225y4650,17.1,0.0
Solar,FR,FRB0,2.2,46.8,x225y4675,41.8,0.0
Solar,FR,FRB0,2.2,47.0,x225y4700,82.7,0.0
Solar,FR,FRB0,2.2,47.2,x225y4725,92.7,0.0
Solar,FR,FRB0,2.2,47.5,x225y4750,7.0,0.0
Solar,FR,FRB0,2.2,47.8,x225y4775,38.9,0.0
Solar,FR,FRB0,2.2,48.0,x225y4800,71.9,0.0
Solar,FR,FRB0,2.2,48.2,x225y4825,12.3,0.0
Solar,FR,FRB0,2.5,46.5,x250y4650,0.0,0.0
Solar,FR,FRB0,2.5,46.8,x250y4675,65.1,0.0
Solar,FR,FRB0,2.5,47.0,x250y4700,58.9,0.0
Solar,FR,FRB0,2.5,47.2,x250y4725,86.8,0.0
Solar,FR,FRB0,2.5,47.5,x250y4750,76.7,0.0
Solar,FR,FRB0,2.5,47.8,x250y4775,105.9,0.0
Solar,FR,FRB0,2.5,48.0,x250y4800,60.4,0.0
Solar,FR,FRB0,2.5,48.2,x250y4825,0.0,0.0
Solar,FR,FRB0,2.8,46.8,x275y4675,16.3,0.0
Solar,FR,FRB0,2.8,47.0,x275y4700,30.9,0.0
Solar,FR,FRB0,2.8,47.2,x275y4725,51.1,0.0
Solar,FR,FRB0,2.8,47.5,x275y4750,70.5,0.0
Solar,FR,FRB0,2.8,47.8,x275y4775,154.2,0.0
Solar,FR,FRB0,2.8,48.0,x275y4800,55.9,0.0
Solar,FR,FRB0,2.8,48.2,x275y4825,2.1,0.0
Solar,FR,FRB0,3.0,46.8,x300y4675,0.7,0.0
Solar,FR,FRB0,3.0,47.0,x300y4700,68.2,0.0
Solar,FR,FRB0,3.0,47.2,x300y4725,0.8,0.0
Solar,FR,FRB0,3.0,47.5,x300y4750,0.0,0.0
Solar,FR,FRB0,3.0,47.8,x300y4775,0.5,0.0
Solar,FR,FRB0,3.0,48.0,x300y4800,32.7,0.0
Solar,FR,FRB0,3.0,48.2,x300y4825,3.2,0.0
Solar,FR,FRC1,3.0,46.8,x300y4675,0.0,0.0
Solar,FR,FRC1,3.0,47.0,x300y4700,1.5,0.0
Solar,FR,FRC1,3.0,47.2,x300y4725,47.8,0.0
Solar,FR,FRC1,3.0,47.5,x300y4750,86.1,0.0
Solar,FR,FRC1,3.0,47.8,x300y4775,73.0,0.0
Solar,FR,FRC1,3.0,48.0,x300y4800,0.7,0.0
Solar,FR,FRC1,3.0,48.2,x300y4825,0.0,0.0
Solar,FR,FRC1,3.2,46.8,x325y4675,59.9,0.0
Solar,FR,FRC1,3.2,47.0,x325y4700,64.9,0.0
Solar,FR,FRC1,3.2,47.2,x325y4725,110.2,0.0
Solar,FR,FRC1,3.2,47.5,x325y4750,59.8,0.0
Solar,FR,FRC1,3.2,47.8,x325y4775,106.0,0.0
Solar,FR,FRC1,3.2,48.0,x325y4800,82.6,0.0
Solar,FR,FRC1,3.2,48.2,x325y4825,73.1,0.0
Solar,FR,FRC1,3.5,46.8,x350y4675,31.9,0.0
Solar,FR,FRC1,3.5,47.0,x350y4700,36.6,0.0
Solar,FR,FRC1,3.5,47.2,x350y4725,99.0,0.0
Solar,FR,FRC1,3.5,47.5,x350y4750,98.8,0.0
Solar,FR,FRC1,3.5,47.8,x350y4775,84.8,0.0
Solar,FR,FRC1,3.5,48.0,x350y4800,78.5,0.0
Solar,FR,FRC1,3.5,48.2,x350y4825,46.2,0.0
Solar,FR,FRC1,3.5,48.5,x350y4850,1.5,0.0
Solar,FR,FRC1,3.8,46.5,x375y4650,0.1,0.0
Solar,FR,FRC1,3.8,46.8,x375y4675,38.5,0.0
Solar,FR,FRC1,3.8,47.0,x375y4700,41.4,0.0
Solar,FR,FRC1,3.8,47.2,x375y4725,63.8,0.0
Solar,FR,FRC1,3.8,47.5,x375y4750,124.7,0.0
Solar,FR,FRC1,3.8,47.8,x375y4775,135.9,0.0
Solar,FR,FRC1,3.8,48.0,x375y4800,77.2,0.0
Solar,FR,FRC1,3.8,48.2,x375y4825,3.5,0.0
Solar,FR,FRC1,4.0,46.2,x400y4625,12.9,0.0
Solar,FR,FRC1,4.0,46.5,x400y4650,59.0,0.0
Solar,FR,FRC1,4.0,46.8,x400y4675,14.9,0.0
Solar,FR,FRC1,4.0,47.0,x400y4700,44.1,0.0
Solar,FR,FRC1,4.0,47.2,x400y4725,97.2,0.0
Solar,FR,FRC1,4.0,47.5,x400y4750,69.3,0.0
Solar,FR,FRC1,4.0,47.8,x400y4775,81.3,0.0
Solar,FR,FRC1,4.0,48.0,x400y4800,8.2,0.0
Solar,FR,FRC1,4.2,46.2,x425y4625,15.0,0.0
Solar,FR,FRC1,4.2,46.5,x425y4650,56.0,0.0
Solar,FR,FRC1,4.2,46.8,x425y4675,58.4,0.0
Solar,FR,FRC1,4.2,47.0,x425y4700,58.1,0.0
Solar,FR,FRC1,4.2,47.2,x425y4725,96.3,0.0
Solar,FR,FRC1,4.2,47.5,x425y4750,68.7,0.0
Solar,FR,FRC1,4.2,47.8,x425y4775,97.6,0.0
Solar,FR,FRC1,4.2,48.0,x425y4800,5.5,0.0
Solar,FR,FRC1,4.5,46.2,x450y4625,0.0,0.0
Solar,FR,FRC1,4.5,46.5,x450y4650,39.7,0.0
Solar,FR,FRC1,4.5,46.8,x450y4675,46.6,0.0
Solar,FR,FRC1,4.5,47.0,x450y4700,75.1,0.0
Solar,FR,FRC1,4.5,47.2,x450y4725,39.4,0.0
Solar,FR,FRC1,4.5,47.5,x450y4750,17.9,0.0
Solar,FR,FRC1,4.5,47.8,x450y4775,92.1,0.0
Solar,FR,FRC1,4.5,48.0,x450y4800,2.6,0.0
Solar,FR,FRC1,4.8,46.2,x475y4625,76.6,0.0
Solar,FR,FRC1,4.8,46.5,x475y4650,70.0,0.0
Solar,FR,FRC1,4.8,46.8,x475y4675,117.8,0.0
Solar,FR,FRC1,4.8,47.0,x475y4700,73.5,0.0
Solar,FR,FRC1,4.8,47.2,x475y4725,26.2,0.0
Solar,FR,FRC1,4.8,47.5,x475y4750,30.5,0.0
Solar,FR,FRC1,4.8,47.8,x475y4775,17.9,0.0
Solar,FR,FRC1,4.8,48.0,x475y4800,41.7,0.0
Solar,FR,FRC1,5.0,46.5,x500y4650,0.9,0.0
Solar,FR,FRC1,5.0,46.8,x500y4675,118.5,0.0
Solar,FR,FRC1,5.0,47.0,x500y4700,71.7,0.0
Solar,FR,FRC1,5.0,47.2,x500y4725,100.1,0.0
Solar,FR,FRC1,5.0,47.5,x500y4750,87.3,0.0
Solar,FR,FRC1,5.0,47.8,x500y4775,1.8,0.0
Solar,FR,FRC1,5.2,46.5,x525y4650,69.6,0.0
Solar,FR,FRC1,5.2,46.8,x525y4675,69.3,0.0
Solar,FR,FRC1,5.2,47.0,x525y4700,59.0,0.0
Solar,FR,FRC1,5.2,47.2,x525y4725,96.0,0.0
Solar,FR,FRC1,5.2,47.5,x525y4750,74.5,0.0
Solar,FR,FRC1,5.2,47.8,x525y4775,2.3,0.0
Solar,FR,FRC1,5.5,46.5,x550y4650,0.0,0.0
Solar,FR,FRC1,5.5,46.8,x550y4675,0.0,0.0
Solar,FR,FRC1,5.5,47.0,x550y4700,0.0,0.0
Solar,FR,FRC1,5.5,47.2,x550y4725,0.0,0.0
Solar,FR,FRC1,5.5,47.5,x550y4750,0.0,0.0
Solar,FR,FRC2,5.2,46.5,x525y4650,0.0,0.0
Solar,FR,FRC2,5.2,46.8,x525y4675,0.0,0.0
Solar,FR,FRC2,5.2,47.0,x525y4700,0.0,0.0
Solar,FR,FRC2,5.5,46.2,x550y4625,0.2,0.0
Solar,FR,FRC2,5.5,46.5,x550y4650,93.2,0.0
Solar,FR,FRC2,5.5,46.8,x550y4675,106.4,0.0
Solar,FR,FRC2,5.5,47.0,x550y4700,79.9,0.0
Solar,FR,FRC2,5.5,47.2,x550y4725,61.4,0.0
Solar,FR,FRC2,5.5,47.5,x550y4750,77.4,0.0
Solar,FR,FRC2,5.5,47.8,x550y4775,1.6,0.0
Solar,FR,FRC2,5.8,46.2,x575y4625,0.2,0.0
Solar,FR,FRC2,5.8,46.5,x575y4650,90.9,0.0
Solar,FR,FRC2,5.8,46.8,x575y4675,142.1,0.0
Solar,FR,FRC2,5.8,47.0,x575y4700,84.8,0.0
Solar,FR,FRC2,5.8,47.2,x575y4725,112.6,0.0
Solar,FR,FRC2,5.8,47.5,x575y4750,85.4,0.0
Solar,FR,FRC2,5.8,47.8,x575y4775,70.5,0.0
Solar,FR,FRC2,5.8,48.0,x575y4800,0.3,0.0
Solar,FR,FRC2,6.0,46.2,x600y4625,0.0,0.0
Solar,FR,FRC2,6.0,46.5,x600y4650,58.3,0.0
Solar,FR,FRC2,6.0,46.8,x600y4675,127.6,0.0
Solar,FR,FRC2,6.0,47.0,x600y4700,99.3,0.0
Solar,FR,FRC2,6.0,47.2,x600y4725,120.6,0.0
Solar,FR,FRC2,6.0,47.5,x600y4750,141.1,0.0
Solar,FR,FRC2,6.0,47.8,x600y4775,92.5,0.0
Solar,FR,FRC2,6.0,48.0,x600y4800,3.4,0.0
Solar,FR,FRC2,6.2,46.5,x625y4650,0.0,0.0
Solar,FR,FRC2,6.2,46.8,x625y4675,62.9,0.0
Solar,FR,FRC2,6.2,47.0,x625y4700,129.2,0.0
Solar,FR,FRC2,6.2,47.2,x625y4725,149.5,0.0
Solar,FR,FRC2,6.2,47.5,x625y4750,137.7,0.0
Solar,FR,FRC2,6.2,47.8,x625y4775,104.2,0.0
Solar,FR,FRC2,6.2,48.0,x625y4800,3.3,0.0
Solar,FR,FRC2,6.5,46.8,x650y4675,0.0,0.0
Solar,FR,FRC2,6.5,47.0,x650y4700,95.9,0.0
Solar,FR,FRC2,6.5,47.2,x650y4725,132.1,0.0
Solar,FR,FRC2,6.5,47.5,x650y4750,164.1,0.0
Solar,FR,FRC2,6.5,47.8,x650y4775,105.0,0.0
Solar,FR,FRC2,6.5,48.0,x650y4800,3.4,0.0
Solar,FR,FRC2,6.8,47.0,x675y4700,0.1,0.0
Solar,FR,FRC2,6.8,47.2,x675y4725,123.6,0.0
Solar,FR,FRC2,6.8,47.5,x675y4750,118.3,0.0
Solar,FR,FRC2,6.8,47.8,x675y4775,53.7,0.0
Solar,FR,FRC2,7.0,47.2,x700y4725,0.0,0.0
Solar,FR,FRC2,7.0,47.5,x700y4750,77.4,0.0
Solar,FR,FRC2,7.0,47.8,x700y4775,2.1,0.0
Solar,FR,FRD1,-2.0,49.8,x-200y4975,0.0,0.0
Solar,FR,FRD1,-1.8,49.2,x-175y4925,1.4,0.0
Solar,FR,FRD1,-1.8,49.5,x-175y4950,29.4,0.0
Solar,FR,FRD1,-1.8,49.8,x-175y4975,0.7,0.0
Solar,FR,FRD1,-1.5,48.5,x-150y4850,0.1,0.0
Solar,FR,FRD1,-1.5,48.8,x-150y4875,25.4,0.0
Solar,FR,FRD1,-1.5,49.0,x-150y4900,29.6,0.0
Solar,FR,FRD1,-1.5,49.2,x-150y4925,45.3,0.0
Solar,FR,FRD1,-1.5,49.5,x-150y4950,45.0,0.0
Solar,FR,FRD1,-1.5,49.8,x-150y4975,1.7,0.0
Solar,FR,FRD1,-1.2,48.5,x-125y4850,0.4,0.0
Solar,FR,FRD1,-1.2,48.8,x-125y4875,8.1,0.0
Solar,FR,FRD1,-1.2,49.0,x-125y4900,8.7,0.0
Solar,FR,FRD1,-1.2,49.2,x-125y4925,11.4,0.0
Solar,FR,FRD1,-1.2,49.5,x-125y4950,2.0,0.0
Solar,FR,FRD1,-1.2,49.8,x-125y4975,0.0,0.0
Solar,FR,FRD1,-1.0,48.5,x-100y4850,6.1,0.0
Solar,FR,FRD1,-1.0,48.8,x-100y4875,25.0,0.0
Solar,FR,FRD1,-1.0,49.0,x-100y4900,17.3,0.0
Solar,FR,FRD1,-1.0,49.2,x-100y4925,12.8,0.0
Solar,FR,FRD1,-1.0,49.5,x-100y4950,0.0,0.0
Solar,FR,FRD1,-0.8,48.5,x-75y4850,6.5,0.0
Solar,FR,FRD1,-0.8,48.8,x-75y4875,22.1,0.0
Solar,FR,FRD1,-0.8,49.0,x-75y4900,10.4,0.0
Solar,FR,FRD1,-0.8,49.2,x-75y4925,18.3,0.0
Solar,FR,FRD1,-0.5,48.5,x-50y4850,2.4,0.0
Solar,FR,FRD1,-0.5,48.8,x-50y4875,50.4,0.0
Solar,FR,FRD1,-0.5,49.0,x-50y4900,38.4,0.0
Solar,FR,FRD1,-0.5,49.2,x-50y4925,39.7,0.0
Solar,FR,FRD1,-0.2,48.5,x-25y4850,0.2,0.0
Solar,FR,FRD1,-0.2,48.8,x-25y4875,24.1,0.0
Solar,FR,FRD1,-0.2,49.0,x-25y4900,46.3,0.0
Solar,FR,FRD1,-0.2,49.2,x-25y4925,76.0,0.0
Solar,FR,FRD1,0.0,48.2,x0y4825,0.5,0.0
Solar,FR,FRD1,0.0,48.5,x0y4850,41.7,0.0
Solar,FR,FRD1,0.0,48.8,x0y4875,38.0,0.0
Solar,FR,FRD1,0.0,49.0,x0y4900,22.7,0.0
Solar,FR,FRD1,0.0,49.2,x0y4925,81.3,0.0
Solar,FR,FRD1,0.0,49.5,x0y4950,1.2,0.0
Solar,FR,FRD1,0.2,48.5,x25y4850,19.7,0.0
Solar,FR,FRD1,0.2,48.8,x25y4875,26.6,0.0
Solar,FR,FRD1,0.2,49.0,x25y4900,44.0,0.0
Solar,FR,FRD1,0.2,49.2,x25y4925,55.3,0.0
Solar,FR,FRD1,0.2,49.5,x25y4950,2.1,0.0
Solar,FR,FRD1,0.5,48.2,x50y4825,0.7,0.0
Solar,FR,FRD1,0.5,48.5,x50y4850,22.4,0.0
Solar,FR,FRD1,0.5,48.8,x50y4875,59.6,0.0
Solar,FR,FRD1,0.5,49.0,x50y4900,0.0,0.0
Solar,FR,FRD1,0.8,48.2,x75y4825,17.0,0.0
Solar,FR,FRD1,0.8,48.5,x75y4850,50.2,0.0
Solar,FR,FRD1,0.8,48.8,x75y4875,16.1,0.0
Solar,FR,FRD1,1.0,48.5,x100y4850,0.0,0.0
Solar,FR,FRD2,0.0,49.5,x0y4950,0.0,0.0
Solar,FR,FRD2,0.2,49.2,x25y4925,0.4,0.0
Solar,FR,FRD2,0.2,49.5,x25y4950,40.2,0.0
Solar,FR,FRD2,0.2,49.8,x25y4975,0.0,0.0
Solar,FR,FRD2,0.5,48.8,x50y4875,0.0,0.0
Solar,FR,FRD2,0.5,49.0,x50y4900,30.6,0.0
Solar,FR,FRD2,0.5,49.2,x50y4925,34.2,0.0
Solar,FR,FRD2,0.5,49.5,x50y4950,48.3,0.0
Solar,FR,FRD2,0.5,49.8,x50y4975,23.9,0.0
Solar,FR,FRD2,0.8,48.8,x75y4875,3.0,0.0
Solar,FR,FRD2,0.8,49.0,x75y4900,67.1,0.0
Solar,FR,FRD2,0.8,49.2,x75y4925,62.2,0.0
Solar,FR,FRD2,0.8,49.5,x75y4950,61.7,0.0
Solar,FR,FRD2,0.8,49.8,x75y4975,22.4,0.0
Solar,FR,FRD2,0.8,50.0,x75y5000,1.6,0.0
Solar,FR,FRD2,1.0,48.8,x100y4875,21.3,0.0
Solar,FR,FRD2,1.0,49.0,x100y4900,40.6,0.0
Solar,FR,FRD2,1.0,49.2,x100y4925,55.9,0.0
Solar,FR,FRD2,1.0,49.5,x100y4950,53.0,0.0
Solar,FR,FRD2,1.0,49.8,x100y4975,14.7,0.0
Solar,FR,FRD2,1.0,50.0,x100y5000,1.3,0.0
Solar,FR,FRD2,1.2,48.8,x125y4875,1.5,0.0
Solar,FR,FRD2,1.2,49.0,x125y4900,60.6,0.0
Solar,FR,FRD2,1.2,49.2,x125y4925,104.4,0.0
Solar,FR,FRD2,1.2,49.5,x125y4950,43.3,0.0
Solar,FR,FRD2,1.2,49.8,x125y4975,45.5,0.0
Solar,FR,FRD2,1.2,50.0,x125y5000,1.5,0.0
Solar,FR,FRD2,1.5,48.8,x150y4875,0.0,0.0
Solar,FR,FRD2,1.5,49.0,x150y4900,1.7,0.0
Solar,FR,FRD2,1.5,49.2,x150y4925,37.6,0.0
Solar,FR,FRD2,1.5,49.5,x150y4950,72.8,0.0
Solar,FR,FRD2,1.5,49.8,x150y4975,24.9,0.0
Solar,FR,FRD2,1.5,50.0,x150y5000,24.3,0.0
Solar,FR,FRD2,1.8,49.0,x175y4900,0.0,0.0
Solar,FR,FRD2,1.8,49.2,x175y4925,0.0,0.0
Solar,FR,FRD2,1.8,49.5,x175y4950,0.0,0.0
Solar,FR,FRD2,1.8,49.8,x175y4975,0.0,0.0
Solar,FR,FRD2,1.8,50.0,x175y5000,0.0,0.0
Solar,FR,FRE1,1.5,50.5,x150y5050,0.0,0.0
Solar,FR,FRE1,1.5,50.8,x150y5075,0.0,0.0
Solar,FR,FRE1,1.8,50.2,x175y5025,0.6,0.0
Solar,FR,FRE1,1.8,50.5,x175y5050,37.0,0.0
Solar,FR,FRE1,1.8,50.8,x175y5075,59.9,0.0
Solar,FR,FRE1,1.8,51.0,x175y5100,1.2,0.0
Solar,FR,FRE1,2.0,50.2,x200y5025,1.9,0.0
Solar,FR,FRE1,2.0,50.5,x200y5050,24.9,0.0
Solar,FR,FRE1,2.0,50.8,x200y5075,43.1,0.0
Solar,FR,FRE1,2.0,51.0,x200y5100,5.6,0.0
Solar,FR,FRE1,2.2,50.2,x225y5025,10.6,0.0
Solar,FR,FRE1,2.2,50.5,x225y5050,17.2,0.0
Solar,FR,FRE1,2.2,50.8,x225y5075,64.6,0.0
Solar,FR,FRE1,2.2,51.0,x225y5100,28.1,0.0
Solar,FR,FRE1,2.5,50.0,x250y5000,0.1,0.0
Solar,FR,FRE1,2.5,50.2,x250y5025,12.2,0.0
Solar,FR,FRE1,2.5,50.5,x250y5050,64.9,0.0
Solar,FR,FRE1,2.5,50.8,x250y5075,40.3,0.0
Solar,FR,FRE1,2.5,51.0,x250y5100,29.9,0.0
Solar,FR,FRE1,2.8,50.0,x275y5000,0.1,0.0
Solar,FR,FRE1,2.8,50.2,x275y5025,46.2,0.0
Solar,FR,FRE1,2.8,50.5,x275y5050,81.8,0.0
Solar,FR,FRE1,2.8,50.8,x275y5075,29.3,0.0
Solar,FR,FRE1,3.0,50.0,x300y5000,0.0,0.0
Solar,FR,FRE1,3.0,50.2,x300y5025,45.0,0.0
Solar,FR,FRE1,3.0,50.5,x300y5050,108.3,0.0
Solar,FR,FRE1,3.0,50.8,x300y5075,39.7,0.0
Solar,FR,FRE1,3.2,50.0,x325y5000,0.0,0.0
Solar,FR,FRE1,3.2,50.2,x325y5025,84.7,0.0
Solar,FR,FRE1,3.2,50.5,x325y5050,73.5,0.0
Solar,FR,FRE1,3.2,50.8,x325y5075,5.1,0.0
Solar,FR,FRE1,3.5,50.0,x350y5000,0.0,0.0
Solar,FR,FRE1,3.5,50.2,x350y5025,53.6,0.0
Solar,FR,FRE1,3.5,50.5,x350y5050,5.9,0.0
Solar,FR,FRE1,3.8,50.0,x375y5000,0.1,0.0
Solar,FR,FRE1,3.8,50.2,x375y5025,36.8,0.0
Solar,FR,FRE1,3.8,50.5,x375y5050,0.0,0.0
Solar,FR,FRE1,4.0,50.0,x400y5000,26.5,0.0
Solar,FR,FRE1,4.0,50.2,x400y5025,63.0,0.0
Solar,FR,FRE1,4.2,50.0,x425y5000,0.0,0.0
Solar,FR,FRE1,4.2,50.2,x425y5025,0.0,0.0
Solar,FR,FRE2,1.5,50.0,x150y5000,0.0,0.0
Solar,FR,FRE2,1.5,50.2,x150y5025,0.0,0.0
Solar,FR,FRE2,1.8,49.2,x175y4925,24.1,0.0
Solar,FR,FRE2,1.8,49.5,x175y4950,17.0,0.0
Solar,FR,FRE2,1.8,49.8,x175y4975,24.4,0.0
Solar,FR,FRE2,1.8,50.0,x175y5000,28.9,0.0
Solar,FR,FRE2,1.8,50.2,x175y5025,59.3,0.0
Solar,FR,FRE2,2.0,49.2,x200y4925,49.4,0.0
Solar,FR,FRE2,2.0,49.5,x200y4950,63.6,0.0
Solar,FR,FRE2,2.0,49.8,x200y4975,42.6,0.0
Solar,FR,FRE2,2.0,50.0,x200y5000,42.1,0.0
Solar,FR,FRE2,2.0,50.2,x200y5025,9.7,0.0
Solar,FR,FRE2,2.2,49.2,x225y4925,72.0,0.0
Solar,FR,FRE2,2.2,49.5,x225y4950,33.7,0.0
Solar,FR,FRE2,2.2,49.8,x225y4975,49.1,0.0
Solar,FR,FRE2,2.2,50.0,x225y5000,52.7,0.0
Solar,FR,FRE2,2.2,50.2,x225y5025,2.2,0.0
Solar,FR,FRE2,2.5,49.0,x250y4900,0.4,0.0
Solar,FR,FRE2,2.5,49.2,x250y4925,73.6,0.0
Solar,FR,FRE2,2.5,49.5,x250y4950,24.4,0.0
Solar,FR,FRE2,2.5,49.8,x250y4975,41.1,0.0
Solar,FR,FRE2,2.5,50.0,x250y5000,34.6,0.0
Solar,FR,FRE2,2.5,50.2,x250y5025,0.6,0.0
Solar,FR,FRE2,2.8,49.0,x275y4900,0.1,0.0
Solar,FR,FRE2,2.8,49.2,x275y4925,54.9,0.0
Solar,FR,FRE2,2.8,49.5,x275y4950,59.7,0.0
Solar,FR,FRE2,2.8,49.8,x275y4975,29.9,0.0
Solar,FR,FRE2,2.8,50.0,x275y5000,31.1,0.0
Solar,FR,FRE2,3.0,49.0,x300y4900,0.3,0.0
Solar,FR,FRE2,3.0,49.2,x300y4925,65.2,0.0
Solar,FR,FRE2,3.0,49.5,x300y4950,60.0,0.0
Solar,FR,FRE2,3.0,49.8,x300y4975,33.3,0.0
Solar,FR,FRE2,3.0,50.0,x300y5000,16.4,0.0
Solar,FR,FRE2,3.2,49.0,x325y4900,53.4,0.0
Solar,FR,FRE2,3.2,49.2,x325y4925,50.7,0.0
Solar,FR,FRE2,3.2,49.5,x325y4950,78.6,0.0
Solar,FR,FRE2,3.2,49.8,x325y4975,58.4,0.0
Solar,FR,FRE2,3.2,50.0,x325y5000,8.9,0.0
Solar,FR,FRE2,3.5,49.0,x350y4900,73.0,0.0
Solar,FR,FRE2,3.5,49.2,x350y4925,71.7,0.0
Solar,FR,FRE2,3.5,49.5,x350y4950,96.1,0.0
Solar,FR,FRE2,3.5,49.8,x350y4975,28.1,0.0
Solar,FR,FRE2,3.5,50.0,x350y5000,20.4,0.0
Solar,FR,FRE2,3.8,49.0,x375y4900,0.0,0.0
