time,technology,spatial,0
11,Solar,ES30,0.22
11,Solar,ES41,0.19
11,Solar,ES42,0.36
11,Solar,ES43,0.28
11,Solar,ES51,0.49
11,Solar,ES52,0.58
11,Solar,ES53,0.52
11,Solar,ES61,0.4
11,Solar,ES62,0.59
11,Solar,ES63,
11,Solar,FI19,0.05
11,Solar,FI1B,0.08
11,Solar,FI1C,0.09
11,Solar,FI1D,0.05
11,Solar,FI20,0.04
11,Solar,FR10,0.08
11,Solar,FRB0,0.11
11,Solar,FRC1,0.04
11,Solar,FRC2,0.08
11,Solar,FRD1,0.4
11,Solar,FRD2,0.38
11,Solar,FRE1,0.31
11,Solar,FRE2,0.16
11,Solar,FRF1,0.07
11,Solar,FRF2,0.05
11,Solar,FRF3,0.04
11,Solar,FRG0,0.46
11,Solar,FRH0,0.39
11,Solar,FRI1,0.12
11,Solar,FRI2,0.1
11,Solar,FRI3,0.19
11,Solar,FRJ1,0.17
11,Solar,FRJ2,0.06
11,Solar,FRK1,0.05
11,Solar,FRK2,0.07
11,Solar,FRL0,0.08
11,Solar,FRM0,0.21
11,Solar,EL30,0.62
11,Solar,EL41,0.6
11,Solar,EL42,0.59
11,Solar,EL51,0.58
11,Solar,EL52,0.49
11,Solar,EL53,0.48
11,Solar,EL54,0.47
11,Solar,EL61,0.53
11,Solar,EL62,0.57
11,Solar,EL63,0.52
11,Solar,EL64,0.59
11,Solar,EL65,0.58
11,Solar,HR02,0.2
11,Solar,HR03,0.23
11,Solar,HR05,0.1
11,Solar,HR06,0.09
11,Solar,HU11,0.05
11,Solar,HU12,0.04
11,Solar,HU21,0.04
11,Solar,HU22,0.13
11,Solar,HU23,0.04
11,Solar,HU31,0.05
11,Solar,HU32,0.02
11,Solar,HU33,0.02
11,Solar,IE04,0.34
11,Solar,IE05,0.34
11,Solar,IE06,0.37
11,Solar,ITC1,0.11
11,Solar,ITC2,0.26
11,Solar,ITC3,0.06
11,Solar,ITC4,0.1
11,Solar,ITF1,0.29
11,Solar,ITF2,0.26
11,Solar,ITF3,0.22
11,Solar,ITF4,0.46
11,Solar,ITF5,0.38
11,Solar,ITF6,0.51
11,Solar,ITG1,0.51
11,Solar,ITG2,0.4
11,Solar,ITH1,0.26
11,Solar,ITH2,0.27
11,Solar,ITH3,0.15
11,Solar,ITH4,0.12
11,Solar,ITH5,0.04
11,Solar,ITI1,0.09
11,Solar,ITI2,0.05
11,Solar,ITI3,0.11
11,Solar,ITI4,0.13
11,Solar,LT01,0.17
11,Solar,LT02,0.14
11,Solar,LU00,0.05
11,Solar,LV00,0.14
11,Solar,NL11,0.33
11,Solar,NL12,0.4
11,Solar,NL13,0.37
11,Solar,NL21,0.34
11,Solar,NL22,0.31
11,Solar,NL23,0.42
11,Solar,NL31,0.43
11,Solar,NL32,0.43
11,Solar,NL33,0.47
11,Solar,NL34,0.43
11,Solar,NL41,0.33
11,Solar,NL42,0.1
11,Solar,NO02,0.05
11,Solar,NO06,0.16
11,Solar,NO07,0.01
11,Solar,NO08,0.06
11,Solar,NO09,0.1
11,Solar,NO0A,0.09
11,Solar,PL21,0.06
11,Solar,PL22,0.04
11,Solar,PL41,0.06
11,Solar,PL42,0.09
11,Solar,PL43,0.08
11,Solar,PL51,0.06
11,Solar,PL52,0.03
11,Solar,PL61,0.04
11,Solar,PL62,0.1
11,Solar,PL63,0.08
11,Solar,PL71,0.07
11,Solar,PL72,0.07
11,Solar,PL81,0.1
11,Solar,PL82,0.06
11,Solar,PL84,0.05
11,Solar,PL91,0.06
11,Solar,PL92,0.07
11,Solar,PT11,0.25
11,Solar,PT15,0.43
11,Solar,PT16,0.2
11,Solar,PT17,0.34
11,Solar,PT18,0.36
11,Solar,RO11,0.02
11,Solar,RO12,0.24
11,Solar,RO21,0.06
11,Solar,RO22,0.15
11,Solar,RO31,0.26
11,Solar,RO32,0.13
11,Solar,RO41,0.16
11,Solar,RO42,0.05
11,Solar,SE11,0.14
11,Solar,SE12,0.13
11,Solar,SE21,0.16
11,Solar,SE22,0.21
11,Solar,SE23,0.07
11,Solar,SE31,0.04
11,Solar,SE32,0.04
11,Solar,SE33,0.01
11,Solar,SI03,0.14
11,Solar,SI04,0.24
11,Solar,SK01,0.07
11,Solar,SK02,0.11
11,Solar,SK03,0.2
11,Solar,SK04,0.07
11,Solar,UKC1,0.12
11,Solar,UKC2,0.15
11,Solar,UKD1,0.2
11,Solar,UKD3,0.3
11,Solar,UKD4,0.26
11,Solar,UKD6,0.31
11,Solar,UKD7,0.29
11,Solar,UKE1,0.26
11,Solar,UKE2,0.15
11,Solar,UKE3,0.32
11,Solar,UKE4,0.25
11,Solar,UKF1,0.38
11,Solar,UKF2,0.41
11,Solar,UKF3,0.37
11,Solar,UKG1,0.43
11,Solar,UKG2,0.39
11,Solar,UKG3,0.43
11,Solar,UKH1,0.35
11,Solar,UKH2,0.42
11,Solar,UKH3,0.4
11,Solar,UKI3,
11,Solar,UKI4,
11,Solar,UKI5,
11,Solar,UKI6,
11,Solar,UKI7,
11,Solar,UKJ1,0.45
11,Solar,UKJ2,0.46
11,Solar,UKJ3,0.46
11,Solar,UKJ4,0.39
11,Solar,UKK1,0.45
11,Solar,UKK2,0.45
11,Solar,UKK3,0.44
11,Solar,UKK4,0.45
11,Solar,UKL1,0.33
11,Solar,UKL2,0.37
11,Solar,UKM5,0.05
11,Solar,UKM6,0.06
11,Solar,UKM7,0.07
11,Solar,UKM8,0.1
11,Solar,UKM9,0.16
11,Solar,UKN0,0.33
12,Solar,AT11,0.29
12,Solar,AT12,0.23
12,Solar,AT13,0.18
12,Solar,AT21,0.37
12,Solar,AT22,0.36
12,Solar,AT31,0.2
12,Solar,AT32,0.33
12,Solar,AT33,0.31
12,Solar,AT34,0.23
12,Solar,BE10,
12,Solar,BE21,0.23
12,Solar,BE22,0.06
12,Solar,BE23,0.37
12,Solar,BE24,0.17
12,Solar,BE25,0.49
12,Solar,BE31,0.08
12,Solar,BE32,0.19
12,Solar,BE33,0.04
12,Solar,BE34,0.06
12,Solar,BE35,0.07
12,Solar,BG31,0.38
12,Solar,BG32,0.5
12,Solar,BG33,0.51
12,Solar,BG34,0.52
12,Solar,BG41,0.48
12,Solar,BG42,0.54
12,Solar,CH01,0.13
12,Solar,CH02,0.16
12,Solar,CH03,0.2
12,Solar,CH04,0.3
12,Solar,CH05,0.28
12,Solar,CH06,0.23
12,Solar,CH07,0.26
12,Solar,CZ01,0.14
12,Solar,CZ02,0.16
12,Solar,CZ03,0.26
12,Solar,CZ04,0.06
12,Solar,CZ05,0.13
12,Solar,CZ06,0.2
12,Solar,CZ07,0.12
12,Solar,CZ08,0.05
12,Solar,DE11,0.05
12,Solar,DE12,0.04
12,Solar,DE13,0.11
12,Solar,DE14,0.19
12,Solar,DE21,0.28
12,Solar,DE22,0.18
12,Solar,DE23,0.15
12,Solar,DE24,0.06
12,Solar,DE25,0.07
12,Solar,DE26,0.05
12,Solar,DE27,0.3
12,Solar,DE30,0.11
12,Solar,DE40,0.1
12,Solar,DE50,
12,Solar,DE60,0.17
12,Solar,DE71,0.09
12,Solar,DE72,0.08
12,Solar,DE73,0.06
12,Solar,DE80,0.14
12,Solar,DE91,0.13
12,Solar,DE92,0.12
12,Solar,DE93,0.2
12,Solar,DE94,0.27
12,Solar,DEA1,0.09
12,Solar,DEA2,0.04
12,Solar,DEA3,0.13
12,Solar,DEA4,0.07
12,Solar,DEA5,0.06
12,Solar,DEB1,0.06
12,Solar,DEB2,0.05
12,Solar,DEB3,0.07
12,Solar,DEC0,0.06
12,Solar,DED2,0.03
12,Solar,DED4,0.06
12,Solar,DED5,0.07
12,Solar,DEE0,0.13
12,Solar,DEF0,0.21
12,Solar,DEG0,0.07
12,Solar,DK01,0.14
12,Solar,DK02,0.11
12,Solar,DK03,0.38
12,Solar,DK04,0.38
12,Solar,DK05,0.36
12,Solar,EE00,0.11
12,Solar,ES11,0.29
12,Solar,ES12,0.27
12,Solar,ES13,0.32
12,Solar,ES21,0.42
12,Solar,ES22,0.38
12,Solar,ES23,0.32
12,Solar,ES24,0.51
12,Solar,ES30,0.23
12,Solar,ES41,0.27
12,Solar,ES42,0.44
12,Solar,ES43,0.45
12,Solar,ES51,0.56
12,Solar,ES52,0.63
12,Solar,ES53,0.59
12,Solar,ES61,0.45
12,Solar,ES62,0.63
12,Solar,ES63,
12,Solar,FI19,0.04
12,Solar,FI1B,0.04
12,Solar,FI1C,0.05
12,Solar,FI1D,0.03
12,Solar,FI20,0.04
12,Solar,FR10,0.08
12,Solar,FRB0,0.11
12,Solar,FRC1,0.05
12,Solar,FRC2,0.07
12,Solar,FRD1,0.44
12,Solar,FRD2,0.41
12,Solar,FRE1,0.37
12,Solar,FRE2,0.16
12,Solar,FRF1,0.05
12,Solar,FRF2,0.07
12,Solar,FRF3,0.05
12,Solar,FRG0,0.5
12,Solar,FRH0,0.46
12,Solar,FRI1,0.17
12,Solar,FRI2,0.13
12,Solar,FRI3,0.22
12,Solar,FRJ1,0.27
12,Solar,FRJ2,0.09
12,Solar,FRK1,0.06
12,Solar,FRK2,0.06
12,Solar,FRL0,0.1
12,Solar,FRM0,0.17
12,Solar,EL30,0.58
12,Solar,EL41,0.55
12,Solar,EL42,0.55
12,Solar,EL51,0.52
12,Solar,EL52,0.49
12,Solar,EL53,0.45
12,Solar,EL54,0.49
12,Solar,EL61,0.52
12,Solar,EL62,0.58
12,Solar,EL63,0.45
12,Solar,EL64,0.56
12,Solar,EL65,0.56
12,Solar,HR02,0.2
12,Solar,HR03,0.14
12,Solar,HR05,0.07
12,Solar,HR06,0.08
12,Solar,HU11,0.06
12,Solar,HU12,0.05
12,Solar,HU21,0.05
12,Solar,HU22,0.15
12,Solar,HU23,0.06
12,Solar,HU31,0.07
12,Solar,HU32,0.03
12,Solar,HU33,0.02
12,Solar,IE04,0.45
12,Solar,IE05,0.44
12,Solar,IE06,0.49
12,Solar,ITC1,0.18
12,Solar,ITC2,0.28
12,Solar,ITC3,0.11
12,Solar,ITC4,0.11
12,Solar,ITF1,0.24
12,Solar,ITF2,0.24
12,Solar,ITF3,0.2
12,Solar,ITF4,0.47
12,Solar,ITF5,0.4
12,Solar,ITF6,0.43
12,Solar,ITG1,0.55
12,Solar,ITG2,0.4
12,Solar,ITH1,0.34
12,Solar,ITH2,0.22
12,Solar,ITH3,0.12
12,Solar,ITH4,0.19
12,Solar,ITH5,0.03
12,Solar,ITI1,0.17
12,Solar,ITI2,0.1
12,Solar,ITI3,0.09
12,Solar,ITI4,0.22
12,Solar,LT01,0.1
12,Solar,LT02,0.12
12,Solar,LU00,0.05
12,Solar,LV00,0.12
12,Solar,NL11,0.42
12,Solar,NL12,0.42
12,Solar,NL13,0.42
12,Solar,NL21,0.33
12,Solar,NL22,0.31
12,Solar,NL23,0.44
12,Solar,NL31,0.44
12,Solar,NL32,0.44
12,Solar,NL33,0.5
12,Solar,NL34,0.49
12,Solar,NL41,0.27
12,Solar,NL42,0.07
12,Solar,NO02,0.09
12,Solar,NO06,0.2
12,Solar,NO07,0.02
12,Solar,NO08,0.11
12,Solar,NO09,0.1
12,Solar,NO0A,0.13
12,Solar,PL21,0.08
12,Solar,PL22,0.04
12,Solar,PL41,0.09
12,Solar,PL42,0.1
12,Solar,PL43,0.06
12,Solar,PL51,0.07
12,Solar,PL52,0.05
12,Solar,PL61,0.06
12,Solar,PL62,0.08
12,Solar,PL63,0.09
12,Solar,PL71,0.05
12,Solar,PL72,0.07
12,Solar,PL81,0.07
12,Solar,PL82,0.07
12,Solar,PL84,0.06
12,Solar,PL91,0.04
12,Solar,PL92,0.05
12,Solar,PT11,0.35
12,Solar,PT15,0.49
12,Solar,PT16,0.29
12,Solar,PT17,0.43
12,Solar,PT18,0.47
12,Solar,RO11,0.03
12,Solar,RO12,0.17
12,Solar,RO21,0.06
12,Solar,RO22,0.11
12,Solar,RO31,0.25
12,Solar,RO32,0.17
12,Solar,RO41,0.09
12,Solar,RO42,0.07
12,Solar,SE11,0.15
12,Solar,SE12,0.14
12,Solar,SE21,0.18
12,Solar,SE22,0.23
12,Solar,SE23,0.09
12,Solar,SE31,0.04
12,Solar,SE32,0.04
12,Solar,SE33,0.01
12,Solar,SI03,0.17
12,Solar,SI04,0.28
12,Solar,SK01,0.07
12,Solar,SK02,0.14
12,Solar,SK03,0.26
12,Solar,SK04,0.11
12,Solar,UKC1,0.17
12,Solar,UKC2,0.15
12,Solar,UKD1,0.33
12,Solar,UKD3,0.38
12,Solar,UKD4,0.37
12,Solar,UKD6,0.37
12,Solar,UKD7,0.37
12,Solar,UKE1,0.32
12,Solar,UKE2,0.21
12,Solar,UKE3,0.36
12,Solar,UKE4,0.3
12,Solar,UKF1,0.46
12,Solar,UKF2,0.52
12,Solar,UKF3,0.46
12,Solar,UKG1,0.52
12,Solar,UKG2,0.46
12,Solar,UKG3,0.52
12,Solar,UKH1,0.46
12,Solar,UKH2,0.52
12,Solar,UKH3,0.5
12,Solar,UKI3,
12,Solar,UKI4,
12,Solar,UKI5,
12,Solar,UKI6,
12,Solar,UKI7,
12,Solar,UKJ1,0.53
12,Solar,UKJ2,0.53
12,Solar,UKJ3,0.54
12,Solar,UKJ4,0.47
12,Solar,UKK1,0.54
12,Solar,UKK2,0.54
12,Solar,UKK3,0.55
12,Solar,UKK4,0.55
12,Solar,UKL1,0.41
12,Solar,UKL2,0.45
12,Solar,UKM5,0.1
12,Solar,UKM6,0.11
12,Solar,UKM7,0.11
12,Solar,UKM8,0.15
12,Solar,UKM9,0.2
12,Solar,UKN0,0.42
13,Solar,AT11,0.21
13,Solar,AT12,0.16
13,Solar,AT13,0.15
13,Solar,AT21,0.25
13,Solar,AT22,0.36
13,Solar,AT31,0.21
13,Solar,AT32,0.29
13,Solar,AT33,0.24
13,Solar,AT34,0.14
13,Solar,BE10,
13,Solar,BE21,0.21
13,Solar,BE22,0.06
13,Solar,BE23,0.37
13,Solar,BE24,0.16
13,Solar,BE25,0.5
13,Solar,BE31,0.06
13,Solar,BE32,0.17
13,Solar,BE33,0.04
13,Solar,BE34,0.04
13,Solar,BE35,0.04
13,Solar,BG31,0.36
13,Solar,BG32,0.4
13,Solar,BG33,0.4
13,Solar,BG34,0.41
13,Solar,BG41,0.39
13,Solar,BG42,0.44
13,Solar,CH01,0.09
13,Solar,CH02,0.06
13,Solar,CH03,0.09
13,Solar,CH04,0.17
13,Solar,CH05,0.18
13,Solar,CH06,0.15
13,Solar,CH07,0.25
13,Solar,CZ01,0.11
13,Solar,CZ02,0.12
13,Solar,CZ03,0.19
13,Solar,CZ04,0.04
13,Solar,CZ05,0.14
13,Solar,CZ06,0.13
13,Solar,CZ07,0.09
13,Solar,CZ08,0.03
13,Solar,DE11,0.03
13,Solar,DE12,0.04
13,Solar,DE13,0.07
13,Solar,DE14,0.11
13,Solar,DE21,0.23
13,Solar,DE22,0.17
13,Solar,DE23,0.09
13,Solar,DE24,0.03
13,Solar,DE25,0.03
13,Solar,DE26,0.03
13,Solar,DE27,0.17
13,Solar,DE30,0.09
13,Solar,DE40,0.08
13,Solar,DE50,
13,Solar,DE60,0.22
13,Solar,DE71,0.03
13,Solar,DE72,0.03
13,Solar,DE73,0.03
13,Solar,DE80,0.12
13,Solar,DE91,0.19
13,Solar,DE92,0.18
13,Solar,DE93,0.26
13,Solar,DE94,0.27
13,Solar,DEA1,0.06
13,Solar,DEA2,0.03
13,Solar,DEA3,0.12
13,Solar,DEA4,0.08
13,Solar,DEA5,0.03
13,Solar,DEB1,0.04
13,Solar,DEB2,0.04
13,Solar,DEB3,0.06
13,Solar,DEC0,0.04
13,Solar,DED2,0.03
13,Solar,DED4,0.04
13,Solar,DED5,0.04
13,Solar,DEE0,0.11
13,Solar,DEF0,0.2
13,Solar,DEG0,0.04
13,Solar,DK01,0.16
13,Solar,DK02,0.16
13,Solar,DK03,0.28
13,Solar,DK04,0.3
13,Solar,DK05,0.29
13,Solar,EE00,0.04
13,Solar,ES11,0.3
13,Solar,ES12,0.32
13,Solar,ES13,0.38
13,Solar,ES21,0.36
13,Solar,ES22,0.28
13,Solar,ES23,0.28
13,Solar,ES24,0.43
13,Solar,ES30,0.21
13,Solar,ES41,0.3
13,Solar,ES42,0.41
13,Solar,ES43,0.45
13,Solar,ES51,0.59
13,Solar,ES52,0.63
13,Solar,ES53,0.57
13,Solar,ES61,0.47
13,Solar,ES62,0.66
13,Solar,ES63,
13,Solar,FI19,0.01
13,Solar,FI1B,0.01
13,Solar,FI1C,0.02
13,Solar,FI1D,0.0
13,Solar,FI20,0.02
13,Solar,FR10,0.1
13,Solar,FRB0,0.16
13,Solar,FRC1,0.06
13,Solar,FRC2,0.03
13,Solar,FRD1,0.46
13,Solar,FRD2,0.48
13,Solar,FRE1,0.4
13,Solar,FRE2,0.18
13,Solar,FRF1,0.03
13,Solar,FRF2,0.07
13,Solar,FRF3,0.05
13,Solar,FRG0,0.47
13,Solar,FRH0,0.4
13,Solar,FRI1,0.28
13,Solar,FRI2,0.15
13,Solar,FRI3,0.23
13,Solar,FRJ1,0.33
13,Solar,FRJ2,0.15
13,Solar,FRK1,0.08
13,Solar,FRK2,0.05
13,Solar,FRL0,0.12
13,Solar,FRM0,0.1
13,Solar,EL30,0.5
13,Solar,EL41,0.44
13,Solar,EL42,0.43
13,Solar,EL51,0.43
13,Solar,EL52,0.44
13,Solar,EL53,0.44
13,Solar,EL54,0.27
13,Solar,EL61,0.46
13,Solar,EL62,0.47
13,Solar,EL63,0.39
13,Solar,EL64,0.48
13,Solar,EL65,0.5
13,Solar,HR02,0.16
13,Solar,HR03,0.1
13,Solar,HR05,0.07
13,Solar,HR06,0.07
13,Solar,HU11,0.08
13,Solar,HU12,0.05
13,Solar,HU21,0.07
13,Solar,HU22,0.1
13,Solar,HU23,0.04
13,Solar,HU31,0.07
13,Solar,HU32,0.02
13,Solar,HU33,0.02
13,Solar,IE04,0.5
13,Solar,IE05,0.49
13,Solar,IE06,0.53
13,Solar,ITC1,0.19
13,Solar,ITC2,0.25
13,Solar,ITC3,0.13
13,Solar,ITC4,0.09
13,Solar,ITF1,0.15
13,Solar,ITF2,0.2
13,Solar,ITF3,0.26
13,Solar,ITF4,0.41
13,Solar,ITF5,0.39
13,Solar,ITF6,0.41
13,Solar,ITG1,0.49
13,Solar,ITG2,0.34
13,Solar,ITH1,0.26
13,Solar,ITH2,0.22
13,Solar,ITH3,0.14
13,Solar,ITH4,0.15
13,Solar,ITH5,0.04
13,Solar,ITI1,0.14
13,Solar,ITI2,0.16
13,Solar,ITI3,0.09
13,Solar,ITI4,0.27
13,Solar,LT01,0.05
13,Solar,LT02,0.06
13,Solar,LU00,0.04
13,Solar,LV00,0.06
13,Solar,NL11,0.39
13,Solar,NL12,0.43
13,Solar,NL13,0.4
13,Solar,NL21,0.29
13,Solar,NL22,0.25
13,Solar,NL23,0.42
13,Solar,NL31,0.39
13,Solar,NL32,0.42
13,Solar,NL33,0.45
13,Solar,NL34,0.48
13,Solar,NL41,0.23
13,Solar,NL42,0.07
13,Solar,NO02,0.06
13,Solar,NO06,0.14
13,Solar,NO07,0.0
13,Solar,NO08,0.07
13,Solar,NO09,0.08
13,Solar,NO0A,0.11
13,Solar,PL21,0.05
13,Solar,PL22,0.02
13,Solar,PL41,0.05
13,Solar,PL42,0.07
13,Solar,PL43,0.06
13,Solar,PL51,0.05
13,Solar,PL52,0.04
13,Solar,PL61,0.04
13,Solar,PL62,0.05
13,Solar,PL63,0.06
13,Solar,PL71,0.04
13,Solar,PL72,0.05
13,Solar,PL81,0.05
13,Solar,PL82,0.04
13,Solar,PL84,0.03
13,Solar,PL91,0.03
13,Solar,PL92,0.03
13,Solar,PT11,0.4
13,Solar,PT15,0.38
13,Solar,PT16,0.39
13,Solar,PT17,0.45
13,Solar,PT18,0.45
13,Solar,RO11,0.01
13,Solar,RO12,0.07
13,Solar,RO21,0.03
13,Solar,RO22,0.07
13,Solar,RO31,0.16
13,Solar,RO32,0.1
13,Solar,RO41,0.08
13,Solar,RO42,0.06
13,Solar,SE11,0.1
13,Solar,SE12,0.1
13,Solar,SE21,0.13
13,Solar,SE22,0.19
13,Solar,SE23,0.05
13,Solar,SE31,0.03
13,Solar,SE32,0.02
13,Solar,SE33,0.0
13,Solar,SI03,0.14
13,Solar,SI04,0.19
13,Solar,SK01,0.08
13,Solar,SK02,0.15
13,Solar,SK03,0.23
13,Solar,SK04,0.1
13,Solar,UKC1,0.26
13,Solar,UKC2,0.2
13,Solar,UKD1,0.33
13,Solar,UKD3,0.36
13,Solar,UKD4,0.38
13,Solar,UKD6,0.39
13,Solar,UKD7,0.41
13,Solar,UKE1,0.24
13,Solar,UKE2,0.24
13,Solar,UKE3,0.29
13,Solar,UKE4,0.27
13,Solar,UKF1,0.42
13,Solar,UKF2,0.51
13,Solar,UKF3,0.43
13,Solar,UKG1,0.52
13,Solar,UKG2,0.45
13,Solar,UKG3,0.5
13,Solar,UKH1,0.44
13,Solar,UKH2,0.53
13,Solar,UKH3,0.5
13,Solar,UKI3,
13,Solar,UKI4,
13,Solar,UKI5,
13,Solar,UKI6,
13,Solar,UKI7,
13,Solar,UKJ1,0.54
13,Solar,UKJ2,0.55
13,Solar,UKJ3,0.55
13,Solar,UKJ4,0.52
13,Solar,UKK1,0.55
13,Solar,UKK2,0.56
13,Solar,UKK3,0.57
13,Solar,UKK4,0.57
13,Solar,UKL1,0.43
13,Solar,UKL2,0.48
13,Solar,UKM5,0.06
13,Solar,UKM6,0.11
13,Solar,UKM7,0.14
13,Solar,UKM8,0.18
13,Solar,UKM9,0.17
13,Solar,UKN0,0.42
14,Solar,AT11,0.07
14,Solar,AT12,0.13
14,Solar,AT13,0.1
14,Solar,AT21,0.13
14,Solar,AT22,0.2
14,Solar,AT31,0.15
14,Solar,AT32,0.21
14,Solar,AT33,0.16
14,Solar,AT34,0.08
14,Solar,BE10,
14,Solar,BE21,0.18
14,Solar,BE22,0.05
14,Solar,BE23,0.3
14,Solar,BE24,0.13
14,Solar,BE25,0.41
14,Solar,BE31,0.06
14,Solar,BE32,0.14
14,Solar,BE33,0.03
14,Solar,BE34,0.04
14,Solar,BE35,0.03
14,Solar,BG31,0.26
14,Solar,BG32,0.24
14,Solar,BG33,0.23
14,Solar,BG34,0.26
14,Solar,BG41,0.26
14,Solar,BG42,0.29
14,Solar,CH01,0.06
14,Solar,CH02,0.03
14,Solar,CH03,0.03
14,Solar,CH04,0.07
14,Solar,CH05,0.09
14,Solar,CH06,0.07
14,Solar,CH07,0.16
14,Solar,CZ01,0.06
14,Solar,CZ02,0.06
14,Solar,CZ03,0.1
14,Solar,CZ04,0.02
14,Solar,CZ05,0.06
14,Solar,CZ06,0.12
14,Solar,CZ07,0.05
14,Solar,CZ08,0.01
14,Solar,DE11,0.02
14,Solar,DE12,0.02
14,Solar,DE13,0.03
14,Solar,DE14,0.05
14,Solar,DE21,0.11
14,Solar,DE22,0.1
14,Solar,DE23,0.05
14,Solar,DE24,0.02
14,Solar,DE25,0.02
14,Solar,DE26,0.02
14,Solar,DE27,0.06
14,Solar,DE30,0.06
14,Solar,DE40,0.05
14,Solar,DE50,
14,Solar,DE60,0.1
14,Solar,DE71,0.03
14,Solar,DE72,0.02
14,Solar,DE73,0.02
14,Solar,DE80,0.09
14,Solar,DE91,0.08
14,Solar,DE92,0.12
14,Solar,DE93,0.14
14,Solar,DE94,0.21
14,Solar,DEA1,0.05
14,Solar,DEA2,0.02
14,Solar,DEA3,0.09
14,Solar,DEA4,0.07
14,Solar,DEA5,0.02
14,Solar,DEB1,0.03
14,Solar,DEB2,0.04
14,Solar,DEB3,0.04
14,Solar,DEC0,0.03
14,Solar,DED2,0.02
14,Solar,DED4,0.01
14,Solar,DED5,0.01
14,Solar,DEE0,0.05
14,Solar,DEF0,0.12
14,Solar,DEG0,0.02
14,Solar,DK01,0.11
14,Solar,DK02,0.11
14,Solar,DK03,0.2
14,Solar,DK04,0.21
14,Solar,DK05,0.17
14,Solar,EE00,0.0
14,Solar,ES11,0.35
14,Solar,ES12,0.33
14,Solar,ES13,0.2
14,Solar,ES21,0.23
14,Solar,ES22,0.35
14,Solar,ES23,0.28
14,Solar,ES24,0.33
14,Solar,ES30,0.31
14,Solar,ES41,0.33
14,Solar,ES42,0.41
14,Solar,ES43,0.39
14,Solar,ES51,0.47
14,Solar,ES52,0.58
14,Solar,ES53,0.55
14,Solar,ES61,0.42
14,Solar,ES62,0.61
14,Solar,ES63,
14,Solar,FI19,0.0
14,Solar,FI1B,0.0
14,Solar,FI1C,0.0
14,Solar,FI1D,0.0
14,Solar,FI20,0.0
14,Solar,FR10,0.09
14,Solar,FRB0,0.12
14,Solar,FRC1,0.04
14,Solar,FRC2,0.02
14,Solar,FRD1,0.43
14,Solar,FRD2,0.46
14,Solar,FRE1,0.34
14,Solar,FRE2,0.17
14,Solar,FRF1,0.02
14,Solar,FRF2,0.05
14,Solar,FRF3,0.04
14,Solar,FRG0,0.39
14,Solar,FRH0,0.4
14,Solar,FRI1,0.22
14,Solar,FRI2,0.1
14,Solar,FRI3,0.22
14,Solar,FRJ1,0.28
14,Solar,FRJ2,0.14
14,Solar,FRK1,0.11
14,Solar,FRK2,0.05
14,Solar,FRL0,0.14
14,Solar,FRM0,0.08
14,Solar,EL30,0.35
14,Solar,EL41,0.29
14,Solar,EL42,0.3
14,Solar,EL51,0.3
14,Solar,EL52,0.33
14,Solar,EL53,0.31
14,Solar,EL54,0.26
14,Solar,EL61,0.32
14,Solar,EL62,0.33
14,Solar,EL63,0.33
14,Solar,EL64,0.34
14,Solar,EL65,0.37
14,Solar,HR02,0.08
14,Solar,HR03,0.03
14,Solar,HR05,0.03
14,Solar,HR06,0.04
14,Solar,HU11,0.1
14,Solar,HU12,0.07
14,Solar,HU21,0.05
14,Solar,HU22,0.04
14,Solar,HU23,0.02
14,Solar,HU31,0.04
14,Solar,HU32,0.01
14,Solar,HU33,0.02
14,Solar,IE04,0.48
14,Solar,IE05,0.46
14,Solar,IE06,0.49
14,Solar,ITC1,0.15
14,Solar,ITC2,0.2
14,Solar,ITC3,0.15
14,Solar,ITC4,0.08
14,Solar,ITF1,0.13
14,Solar,ITF2,0.2
14,Solar,ITF3,0.23
14,Solar,ITF4,0.27
14,Solar,ITF5,0.27
14,Solar,ITF6,0.27
14,Solar,ITG1,0.43
14,Solar,ITG2,0.28
14,Solar,ITH1,0.21
14,Solar,ITH2,0.17
14,Solar,ITH3,0.09
14,Solar,ITH4,0.13
14,Solar,ITH5,0.03
14,Solar,ITI1,0.09
14,Solar,ITI2,0.1
14,Solar,ITI3,0.05
14,Solar,ITI4,0.23
14,Solar,LT01,0.01
14,Solar,LT02,0.02
14,Solar,LU00,0.04
14,Solar,LV00,0.02
14,Solar,NL11,0.3
14,Solar,NL12,0.34
14,Solar,NL13,0.33
14,Solar,NL21,0.24
14,Solar,NL22,0.22
14,Solar,NL23,0.34
14,Solar,NL31,0.33
14,Solar,NL32,0.35
14,Solar,NL33,0.36
14,Solar,NL34,0.39
14,Solar,NL41,0.2
14,Solar,NL42,0.05
14,Solar,NO02,0.02
14,Solar,NO06,0.0
14,Solar,NO07,0.0
14,Solar,NO08,0.05
14,Solar,NO09,0.07
14,Solar,NO0A,0.06
14,Solar,PL21,0.02
14,Solar,PL22,0.01
14,Solar,PL41,0.03
14,Solar,PL42,0.04
14,Solar,PL43,0.03
14,Solar,PL51,0.02
14,Solar,PL52,0.02
14,Solar,PL61,0.01
14,Solar,PL62,0.01
14,Solar,PL63,0.03
14,Solar,PL71,0.02
14,Solar,PL72,0.02
14,Solar,PL81,0.02
14,Solar,PL82,0.01
14,Solar,PL84,0.01
14,Solar,PL91,0.01
14,Solar,PL92,0.01
