time,countries,technology,value
37,IT,HydroRes,3308.0
37,LT,HydroRes,36.0
37,LV,HydroRes,207.0
37,NO,HydroRes,9407.0
37,PL,HydroRes,137.0
37,PT,HydroRes,2143.0
37,RO,HydroRes,2772.0
37,SE,HydroRes,4674.0
37,SI,HydroRes,451.0
37,SK,HydroRes,89.0
37,UK,HydroRes,267.0
38,AT,HydroRes,1086.0
38,BE,HydroRes,7.0
38,BG,HydroRes,265.0
38,CH,HydroRes,1079.0
38,CZ,HydroRes,165.0
38,DE,HydroRes,123.0
38,ES,HydroRes,4957.0
38,FI,HydroRes,464.0
38,FR,HydroRes,3456.0
38,GR,HydroRes,1771.0
38,HR,HydroRes,3296.0
38,HU,HydroRes,15.0
38,IE,HydroRes,1.0
38,IT,HydroRes,3274.0
38,LT,HydroRes,36.0
38,LV,HydroRes,207.0
38,NO,HydroRes,9406.0
38,PL,HydroRes,137.0
38,PT,HydroRes,2116.0
38,RO,HydroRes,2720.0
38,SE,HydroRes,4673.0
38,SI,HydroRes,449.0
38,SK,HydroRes,88.0
38,UK,HydroRes,267.0
39,AT,HydroRes,1085.0
39,BE,HydroRes,7.0
39,BG,HydroRes,266.0
39,CH,HydroRes,1077.0
39,CZ,HydroRes,165.0
39,DE,HydroRes,123.0
39,ES,HydroRes,4969.0
39,FI,HydroRes,464.0
39,FR,HydroRes,3416.0
39,GR,HydroRes,1780.0
39,HR,HydroRes,3249.0
39,HU,HydroRes,15.0
39,IE,HydroRes,1.0
39,IT,HydroRes,3244.0
39,LT,HydroRes,36.0
39,LV,HydroRes,206.0
39,NO,HydroRes,9405.0
39,PL,HydroRes,136.0
39,PT,HydroRes,2090.0
39,RO,HydroRes,2671.0
39,SE,HydroRes,4672.0
39,SI,HydroRes,447.0
39,SK,HydroRes,88.0
39,UK,HydroRes,267.0
40,AT,HydroRes,1084.0
40,BE,HydroRes,7.0
40,BG,HydroRes,266.0
40,CH,HydroRes,1075.0
40,CZ,HydroRes,164.0
40,DE,HydroRes,123.0
40,ES,HydroRes,4973.0
40,FI,HydroRes,463.0
40,FR,HydroRes,3378.0
40,GR,HydroRes,1787.0
40,HR,HydroRes,3195.0
40,HU,HydroRes,14.0
40,IE,HydroRes,1.0
40,IT,HydroRes,3207.0
40,LT,HydroRes,36.0
40,LV,HydroRes,206.0
40,NO,HydroRes,9404.0
40,PL,HydroRes,136.0
40,PT,HydroRes,2066.0
40,RO,HydroRes,2620.0
40,SE,HydroRes,4671.0
40,SI,HydroRes,445.0
40,SK,HydroRes,87.0
40,UK,HydroRes,267.0
41,AT,HydroRes,1083.0
41,BE,HydroRes,7.0
41,BG,HydroRes,265.0
41,CH,HydroRes,1073.0
41,CZ,HydroRes,164.0
41,DE,HydroRes,123.0
41,ES,HydroRes,4962.0
41,FI,HydroRes,463.0
41,FR,HydroRes,3342.0
41,GR,HydroRes,1779.0
41,HR,HydroRes,3139.0
41,HU,HydroRes,14.0
41,IE,HydroRes,1.0
41,IT,HydroRes,3166.0
41,LT,HydroRes,36.0
41,LV,HydroRes,205.0
41,NO,HydroRes,9403.0
41,PL,HydroRes,135.0
41,PT,HydroRes,2043.0
41,RO,HydroRes,2573.0
41,SE,HydroRes,4670.0
41,SI,HydroRes,442.0
41,SK,HydroRes,86.0
41,UK,HydroRes,267.0
42,AT,HydroRes,1082.0
42,BE,HydroRes,7.0
42,BG,HydroRes,264.0
42,CH,HydroRes,1071.0
42,CZ,HydroRes,164.0
42,DE,HydroRes,123.0
42,ES,HydroRes,4951.0
42,FI,HydroRes,462.0
42,FR,HydroRes,3307.0
42,GR,HydroRes,1769.0
42,HR,HydroRes,3082.0
42,HU,HydroRes,14.0
42,IE,HydroRes,1.0
42,IT,HydroRes,3128.0
42,LT,HydroRes,35.0
42,LV,HydroRes,205.0
42,NO,HydroRes,9402.0
42,PL,HydroRes,135.0
42,PT,HydroRes,2022.0
42,RO,HydroRes,2527.0
42,SE,HydroRes,4668.0
42,SI,HydroRes,440.0
42,SK,HydroRes,85.0
42,UK,HydroRes,267.0
43,AT,HydroRes,1081.0
43,BE,HydroRes,7.0
43,BG,HydroRes,265.0
43,CH,HydroRes,1070.0
43,CZ,HydroRes,163.0
43,DE,HydroRes,123.0
43,ES,HydroRes,4953.0
43,FI,HydroRes,462.0
43,FR,HydroRes,3275.0
43,GR,HydroRes,1756.0
43,HR,HydroRes,3032.0
43,HU,HydroRes,14.0
43,IE,HydroRes,1.0
43,IT,HydroRes,3093.0
43,LT,HydroRes,35.0
43,LV,HydroRes,205.0
43,NO,HydroRes,9400.0
43,PL,HydroRes,134.0
43,PT,HydroRes,2001.0
43,RO,HydroRes,2484.0
43,SE,HydroRes,4667.0
43,SI,HydroRes,438.0
43,SK,HydroRes,85.0
43,UK,HydroRes,267.0
44,AT,HydroRes,1080.0
44,BE,HydroRes,7.0
44,BG,HydroRes,264.0
44,CH,HydroRes,1068.0
44,CZ,HydroRes,163.0
44,DE,HydroRes,123.0
44,ES,HydroRes,4951.0
44,FI,HydroRes,462.0
44,FR,HydroRes,3244.0
44,GR,HydroRes,1753.0
44,HR,HydroRes,2979.0
44,HU,HydroRes,13.0
44,IE,HydroRes,1.0
44,IT,HydroRes,3060.0
44,LT,HydroRes,35.0
44,LV,HydroRes,204.0
44,NO,HydroRes,9399.0
44,PL,HydroRes,134.0
44,PT,HydroRes,1979.0
44,RO,HydroRes,2443.0
44,SE,HydroRes,4666.0
44,SI,HydroRes,436.0
44,SK,HydroRes,84.0
44,UK,HydroRes,267.0
45,AT,HydroRes,1080.0
45,BE,HydroRes,7.0
45,BG,HydroRes,265.0
45,CH,HydroRes,1067.0
45,CZ,HydroRes,163.0
45,DE,HydroRes,122.0
45,ES,HydroRes,4942.0
45,FI,HydroRes,461.0
45,FR,HydroRes,3214.0
45,GR,HydroRes,1740.0
45,HR,HydroRes,2929.0
45,HU,HydroRes,13.0
45,IE,HydroRes,1.0
45,IT,HydroRes,3032.0
45,LT,HydroRes,35.0
45,LV,HydroRes,204.0
45,NO,HydroRes,9397.0
45,PL,HydroRes,134.0
45,PT,HydroRes,1958.0
45,RO,HydroRes,2403.0
45,SE,HydroRes,4665.0
45,SI,HydroRes,434.0
45,SK,HydroRes,83.0
45,UK,HydroRes,267.0
46,AT,HydroRes,1079.0
46,BE,HydroRes,7.0
46,BG,HydroRes,266.0
46,CH,HydroRes,1065.0
46,CZ,HydroRes,162.0
46,DE,HydroRes,122.0
46,ES,HydroRes,4937.0
46,FI,HydroRes,461.0
46,FR,HydroRes,3185.0
46,GR,HydroRes,1720.0
46,HR,HydroRes,2881.0
46,HU,HydroRes,13.0
46,IE,HydroRes,1.0
46,IT,HydroRes,3003.0
46,LT,HydroRes,35.0
46,LV,HydroRes,204.0
46,NO,HydroRes,9396.0
46,PL,HydroRes,133.0
46,PT,HydroRes,1938.0
46,RO,HydroRes,2365.0
46,SE,HydroRes,4664.0
46,SI,HydroRes,432.0
46,SK,HydroRes,83.0
46,UK,HydroRes,266.0
47,AT,HydroRes,1078.0
47,BE,HydroRes,7.0
47,BG,HydroRes,268.0
47,CH,HydroRes,1064.0
47,CZ,HydroRes,162.0
47,DE,HydroRes,122.0
47,ES,HydroRes,4928.0
47,FI,HydroRes,460.0
47,FR,HydroRes,3158.0
47,GR,HydroRes,1703.0
47,HR,HydroRes,2834.0
47,HU,HydroRes,13.0
47,IE,HydroRes,1.0
47,IT,HydroRes,2971.0
47,LT,HydroRes,35.0
47,LV,HydroRes,204.0
47,NO,HydroRes,9394.0
47,PL,HydroRes,133.0
47,PT,HydroRes,1919.0
47,RO,HydroRes,2329.0
47,SE,HydroRes,4662.0
47,SI,HydroRes,431.0
47,SK,HydroRes,82.0
47,UK,HydroRes,266.0
